time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
210600,2026-01-27 15:30:45,60.1301585,24.5159479,108.264,106.404,17.9622892,124.3662892,0,2.48644,41.7942,1334.84,33,99,14.564,127.0222892,110.92,16.226,519.028,0.2,-0.1,0,323.3, -19.8, 4,0,0,1024,1024,1024,1024,0,0,0,0,323.27,0,0,49,,,,,,,14.708,23.5,124.3662892,108.264,6,P-GPS,
210800,2026-01-27 15:30:45,60.1301627,24.5159417,108.264,106.434,17.9322892,124.3662892,0,3.02108,41.2145,1335.42,33,99,14.564,127.0222892,110.92,16.226,519.028,0.2,-0.2,0,323.2, -19.8, 4,0,0,1024,1024,1024,1024,0,0,0,0,323.27,0,0,49,,,,,,,14.708,23.5,124.3662892,108.264,6,P-GPS,
211000,2026-01-27 15:30:45,60.1301674,24.5159346,108.262,106.462,17.9022892,124.3642892,0,3.5202,40.5605,1336.07,33,99,14.497,127.0222892,110.92,16.226,519.028,0.3,-0.2,0,323.3, -19.7, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,323.27,0,0,49,,,,,,,14.366,23.5,124.3642892,108.262,6,P-GPS,
211200,2026-01-27 15:30:45,60.1301727,24.5159266,108.261,106.511,17.8522892,124.3632892,0,3.98461,39.8231,1336.81,32,99,14.497,127.0222892,110.92,16.226,519.028,0.3,-0.2,0,323.3, -20.5, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,323.27,0,0,49,,,,,,,14.366,23.5,124.3632892,108.261,6,P-GPS,
211400,2026-01-27 15:30:45,60.1301791,24.5159171,108.261,106.551,17.8122892,124.3632892,0,4.4868,38.938,1337.7,32,99,14.497,127.0222892,110.92,16.226,519.028,0.4,-0.3,0,323.3, -21.2, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,323.27,0,0,49,,,,,,,14.366,23.5,124.3632892,108.261,6,P-GPS,
211600,2026-01-27 15:30:46,60.1301861,24.5159065,108.26,106.6,17.7622892,124.3622892,0,5.0038,37.963,1338.67,32,99,14.497,127.0222892,110.92,16.226,519.028,0.4,-0.3,0,323.3, -21.1, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,323.27,0,0,49,,,,,,,14.366,23.5,124.3622892,108.26,6,P-GPS,
211800,2026-01-27 15:30:46,60.1301938,24.5158949,108.256,106.656,17.7022892,124.3582892,0,5.4952,36.8925,1339.74,32,99,14.497,127.0222892,110.92,16.226,519.028,0.4,-0.3,0,323.3, -21.6, 4,0,0,1024,1024,1024,1024,0,0,0,0,323.23,0,0,49,,,,,,,14.366,23.5,124.3582892,108.256,6,P-GPS,
212000,2026-01-27 15:30:46,60.130202,24.5158826,108.253,106.703,17.6522892,124.3552892,0,5.9382,35.7543,1340.88,32,99,14.342,127.0222892,110.92,16.226,519.028,0.5,-0.4,0,323.2, -22.6, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,323.21,0,0,49,,,,,,,14.88,23.5,124.3552892,108.253,6,P-GPS,
212200,2026-01-27 15:30:46,60.1302106,24.5158695,108.251,106.771,17.5822892,124.3532892,0,6.40282,34.5539,1342.08,31,99,14.342,127.0222892,110.92,16.226,519.028,0.5,-0.4,0,323.3, -25, 4,0,0,1024,1024,1024,1024,0,0,0,0,323.2,0,0,49,,,,,,,14.88,23.5,124.3532892,108.251,6,P-GPS,
212400,2026-01-27 15:30:46,60.1302206,24.5158543,108.243,106.833,17.5122892,124.3452892,0,7.00168,33.1592,1343.47,31,99,14.342,127.0222892,110.92,16.226,519.028,0.6,-0.4,0,323.2, -26.4, 5,0,0,1024,1024,1024,1024,0,0,0,0,323.15,0,0,49,,,,,,,14.88,23.5,124.3452892,108.243,6,P-GPS,
212600,2026-01-27 15:30:47,60.1302313,24.5158381,108.234,106.894,17.4422892,124.3362892,0,7.6342,31.6689,1344.97,31,99,14.342,127.0222892,110.92,16.226,519.028,0.6,-0.5,0,323.3, -26.8, 5.1,0,0,1024,1024,1024,1024,0,0,0,0,323.15,0,0,49,,,,,,,14.88,23.5,124.3362892,108.234,6,P-GPS,
212800,2026-01-27 15:30:47,60.130243,24.5158208,108.229,107.019,17.3122892,124.3312892,0,8.22554,30.0531,1346.58,32,99,14.342,127.0222892,110.92,16.226,519.028,0.7,-0.5,0,323.2, -26.8, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,323.15,0,0,49,,,,,,,14.88,23.5,124.3312892,108.229,6,P-GPS,
213000,2026-01-27 15:30:47,60.1302553,24.5158025,108.227,107.167,17.1622892,124.3292892,0,8.74163,28.3507,1348.28,32,99,14.532,127.0222892,110.92,16.226,519.028,0.7,-0.5,0,323.2, -27.1, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,323.15,0,0,49,,,,,,,15.96,23.5,124.3292892,108.227,6,P-GPS,
213200,2026-01-27 15:30:47,60.1302678,24.5157836,108.222,107.322,17.0022892,124.3242892,0,9.24361,26.6106,1350.02,32,99,14.532,127.0222892,110.92,16.226,519.028,0.7,-0.6,0,323.1, -28.3, 5,0,0,1024,1024,1024,1024,0,0,0,0,323.16,0,0,49,,,,,,,15.96,23.5,124.3242892,108.222,6,P-GPS,
213400,2026-01-27 15:30:47,60.1302819,24.5157622,108.218,107.488,16.8322892,124.3202892,0,9.81,24.6451,1351.99,32,99,14.532,127.0222892,110.92,16.226,519.028,0.8,-0.6,0,323.4, -27.4, 5.7,0,0,1024,1024,1024,1024,0,0,0,0,323.17,0,0,49,,,,,,,15.96,23.5,124.3202892,108.218,6,P-GPS,
213600,2026-01-27 15:30:48,60.1302967,24.5157403,108.219,107.599,16.7222892,124.3212892,0,10.2574,22.6006,1354.03,32,99,14.532,127.0222892,110.92,16.226,519.028,0.8,-0.6,0,323.2, -24.5, 5,0,0,1024,1024,1024,1024,0,0,0,0,323.15,0,0,49,,,,,,,15.96,23.5,124.3212892,108.219,6,P-GPS,
213800,2026-01-27 15:30:48,60.1303119,24.5157179,108.229,107.719,16.6122892,124.3312892,0,10.5501,20.504,1356.13,32,99,14.532,127.0222892,110.92,16.226,519.028,0.8,-0.6,0,323.1, -20.5, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,323.15,0,0,49,,,,,,,15.96,23.5,124.3312892,108.229,6,P-GPS,
214000,2026-01-27 15:30:48,60.1303272,24.5156953,108.248,107.838,16.5122892,124.3502892,0,10.666,18.3918,1358.24,32,99,14.318,127.0222892,110.92,16.226,519.028,0.9,-0.6,0,323, -16.9, 3.5,0,0,1024,1024,1024,1024,0,0,0,0,323.17,1.32,0,49,,,,,,,19.86,23.5,124.3502892,108.248,6,P-GPS,
214200,2026-01-27 15:30:48,60.1303415,24.5156735,108.272,107.942,16.4322892,124.3742892,0,10.6086,16.3952,1360.24,31,99,14.318,127.0222892,110.92,16.226,519.028,0.8,-0.6,0,323.2, -14.2, 4.6,0,0,1024,1024,1024,1024,0,0,0,0,323.22,7.18,0,49,,,,,,,19.86,23.5,124.3742892,108.272,6,P-GPS,
214400,2026-01-27 15:30:48,60.1303573,24.5156496,108.292,108.052,16.3422892,124.3942892,0,10.5609,14.1953,1362.44,31,99,14.318,127.0222892,110.92,16.226,519.028,0.8,-0.6,0,323.2, -10.4, 5.4,0,0,1024,1024,1024,1024,0,0,0,0,323.27,16.29,0,49,,,,,,,19.86,23.5,124.3942892,108.292,6,P-GPS,
214600,2026-01-27 15:30:49,60.1303762,24.5156212,108.306,108.156,16.2522892,124.4082892,0,10.3366,11.5702,1365.06,31,99,14.318,127.0222892,110.92,16.226,519.028,0.8,-0.6,0,323.1, -4.1, 5.4,0,0,1024,1024,1024,1024,0,0,0,0,323.28,26.6,0,49,,,,,,,19.86,23.5,124.4082892,108.306,6,P-GPS,
214800,2026-01-27 15:30:49,60.1303869,24.5156051,108.32,108.21,16.2122892,124.4222892,0,9.88841,10.0832,1366.55,32,99,14.318,127.0222892,110.92,16.226,519.028,0.8,-0.6,0,323.3, 3.1, 6.1,0,0,1024,1024,1024,1024,0,0,0,0,323.29,36.63,0,49,,,,,,,19.86,23.5,124.4222892,108.32,6,P-GPS,
215000,2026-01-27 15:30:49,60.1304005,24.5155848,108.337,108.277,16.1622892,124.4392892,0,9.26426,8.19873,1368.44,32,99,14.57,127.0222892,110.92,16.226,519.028,0.7,-0.6,0,323.4, 10.6, 5.9,0,0,1024,1024,1024,1024,0,0,0,0,323.27,47.67,0,49,,,,,,,18.294,23.5,124.4392892,108.337,6,P-GPS,
215200,2026-01-27 15:30:49,60.1304159,24.5155622,108.346,108.336,16.1122892,124.4482892,0,8.46725,6.07764,1370.56,32,99,14.57,127.0222892,110.92,16.226,519.028,0.7,-0.5,0,323.2, 17.3, 5.3,0,0,1024,1024,1024,1024,0,0,0,0,323.27,57.7,0,49,,,,,,,18.294,23.5,124.4482892,108.346,6,P-GPS,
215400,2026-01-27 15:30:49,60.130427,24.5155462,108.35,108.35,16.1022892,124.4522892,0,7.50277,4.55858,1372.08,32,99,14.57,127.0222892,110.92,16.226,519.028,0.6,-0.4,0,323, 23.1, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,323.26,68.24,0,49,,,,,,,18.294,23.5,124.4522892,108.35,6,P-GPS,
215600,2026-01-27 15:30:50,60.1304366,24.5155326,108.346,108.346,16.1022892,124.4482892,0,6.38115,3.25328,1373.38,32,99,14.57,127.0222892,110.92,16.226,519.028,0.5,-0.4,0,323, 27, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,323.28,78.27,0,49,,,,,,,18.294,23.5,124.4482892,108.346,6,P-GPS,
215800,2026-01-27 15:30:50,60.1304426,24.5155242,108.334,108.334,16.1022892,124.4362892,0,5.17331,2.44165,1374.2,32,99,14.57,127.0222892,110.92,16.226,519.028,0.4,-0.3,0,323.2, 28.3, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,323.3,88.79,0,49,,,,,,,18.294,23.5,124.4362892,108.334,6,P-GPS,
216000,2026-01-27 15:30:50,60.1304501,24.5155135,108.319,108.319,16.1022892,124.4212892,0,3.98868,1.42251,1375.22,32,99,14.555,127.0222892,110.92,16.226,519.028,0.3,-0.2,0,323.2, 27.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,323.29,90,0,49,,,,,,,10.526,23.5,124.4212892,108.319,6,P-GPS,
216200,2026-01-27 15:30:50,60.1304545,24.515507,108.308,108.308,16.1022892,124.4102892,0,2.9358,0.820269,1375.83,32,99,14.555,127.0222892,110.92,16.226,519.028,0.2,-0.2,0,323.4, 24.8, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,323.27,90,0,49,,,,,,,10.526,23.5,124.4102892,108.308,6,P-GPS,
216400,2026-01-27 15:30:50,60.1304573,24.515502,108.295,108.295,16.1022892,124.3972892,0,1.94967,0.406298,1376.24,32,99,14.555,127.0222892,110.92,16.226,519.028,0.1,-0.1,0,323.3, 22.2, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,323.24,89.99,0,49,,,,,,,10.526,23.5,124.3972892,108.295,6,P-GPS,
216600,2026-01-27 15:30:51,60.1304589,24.5154984,108.277,108.277,16.1022892,124.3792892,0,1.21167,0.139953,1376.51,32,99,14.555,127.0222892,110.92,16.226,519.028,0.1,-0.1,0,323.2, 16.2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,323.21,89.99,0,49,,,,,,,10.526,23.5,124.3792892,108.277,6,P-GPS,
216800,2026-01-27 15:30:51,60.1304595,24.5154965,108.257,108.257,16.1022892,124.3592892,0,0.682397,0.0156959,1376.64,32,99,14.555,127.0222892,110.92,16.226,519.028,0,-0.1,0,323.2, 10.4, 6.1,0,0,1024,1024,1024,1024,0,0,0,0,323.21,89.99,0,49,,,,,,,10.526,23.5,124.3592892,108.257,6,P-GPS,
217000,2026-01-27 15:30:51,60.1304599,24.5154949,108.238,108.238,16.1022892,124.3402892,0,0.316967,0.0844098,1376.73,32,99,14.383,127.0222892,110.92,16.226,519.028,0,0,0,323.2, 5.7, 7.3,0,0,1024,1024,1024,1024,0,0,0,0,323.2,90,0,49,,,,,,,10.362,23.4,124.3402892,108.238,6,P-GPS,
217200,2026-01-27 15:30:51,60.13046,24.5154947,108.229,108.229,16.1022892,124.3312892,0,0.0720069,0.0991519,1376.75,32,99,14.383,127.0222892,110.92,16.226,519.028,0,0,0,323.1, 2.1, 7,0,0,1024,1024,1024,1024,0,0,0,0,323.21,90,0,49,,,,,,,10.362,23.4,124.3312892,108.229,6,P-GPS,
217400,2026-01-27 15:30:51,60.13046,24.5154949,108.23,108.23,16.1022892,124.3322892,0,0.0927631,0.0893906,1376.76,32,99,14.383,127.0222892,110.92,16.226,519.028,0,0,0,322.8, -0.4, 6,0,0,1024,1024,1024,1024,0,0,0,0,321.76,90,0,49,,,,,,,10.362,23.4,124.3322892,108.23,6,P-GPS,
217600,2026-01-27 15:30:52,60.1304599,24.5154953,108.233,108.233,16.1022892,124.3352892,0,0.115763,0.0646557,1376.79,32,99,14.383,127.0222892,110.92,16.226,519.028,0,0,0,308.6, -1.7, 5.1,0,0,1024,1024,1024,1024,0,0,0,0,306.52,90,0.01,49,,,,,,,10.362,23.4,124.3352892,108.233,6,P-GPS,
217800,2026-01-27 15:30:52,60.1304598,24.5154952,108.235,108.235,16.1022892,124.3372892,0,0.0564624,0.0648549,1376.8,32,99,14.383,127.0222892,110.92,16.226,519.028,0,0,0,290, -0.6, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,288.59,90,0.01,49,,,,,,,10.362,23.4,124.3372892,108.235,6,P-GPS,
218000,2026-01-27 15:30:52,60.1304596,24.5154949,108.234,108.234,16.1022892,124.3362892,0,0.0942019,0.0775371,1376.83,32,99,14.34,127.0222892,110.92,16.226,519.028,0,0,0,271.5, 2.4, 5.1,0,0,1024,1024,1024,1024,0,0,0,0,269.73,90,0,49,,,,,,,13.558,23.5,124.3362892,108.234,6,P-GPS,
218200,2026-01-27 15:30:52,60.1304597,24.5154948,108.235,108.235,16.1022892,124.3372892,0,0.0468402,0.0838164,1376.84,32,99,14.34,127.0222892,110.92,16.226,519.028,0,0,0,254.2, 5.1, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,253.33,89.99,0,49,,,,,,,13.558,23.5,124.3372892,108.235,6,P-GPS,
218400,2026-01-27 15:30:52,60.1304599,24.5154949,108.239,108.239,16.1022892,124.3412892,0,0.063561,0.0844098,1376.86,32,99,14.34,127.0222892,110.92,16.226,519.028,0,0,0,240.6, 5.8, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,239.93,89.99,0,49,,,,,,,13.558,23.5,124.3412892,108.239,6,P-GPS,
218600,2026-01-27 15:30:53,60.1304602,24.5154951,108.243,108.243,16.1022892,124.3452892,0,0.0929731,0.0941755,1376.9,32,99,14.34,127.0222892,110.92,16.226,519.028,0,0,0,231.5, 5.1, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,231.21,89.99,0,49,,,,,,,13.558,23.5,124.3452892,108.243,6,P-GPS,
218800,2026-01-27 15:30:53,60.1304605,24.5154953,108.246,108.246,16.1022892,124.3482892,0,0.0921303,0.114387,1376.93,33,99,14.34,127.0222892,110.92,16.226,519.028,0,0,0,225.7, 4.1, -1,0,0,1024,1024,1024,1024,0,0,0,0,225.46,89.99,0,49,,,,,,,13.558,23.5,124.3482892,108.246,6,P-GPS,
219000,2026-01-27 15:30:53,60.1304605,24.5154954,108.248,108.248,16.1022892,124.3502892,0,0.0445533,0.111811,1376.94,33,99,14.494,127.0222892,110.92,16.226,519.028,0,0,0,221.8, 3.7, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,221.59,89.99,0,49,,,,,,,13.864,23.5,124.3502892,108.248,6,P-GPS,
219200,2026-01-27 15:30:53,60.1304605,24.5154954,108.246,108.246,16.1022892,124.3482892,0,0.03245,0.111811,1376.94,33,99,14.494,127.0222892,110.92,16.226,519.028,0,0,0,219.5, 4.1, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,219.15,89.99,0,49,,,,,,,13.864,23.5,124.3482892,108.246,6,P-GPS,
219400,2026-01-27 15:30:53,60.1304602,24.5154955,108.243,108.243,16.1022892,124.3452892,0,0.0758024,0.0800946,1376.97,33,99,14.494,127.0222892,110.92,16.226,519.028,0,0,0,218, 4.8, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,217.6,90,0,49,,,,,,,13.864,23.5,124.3452892,108.243,6,P-GPS,
219600,2026-01-27 15:30:54,60.13046,24.5154956,108.244,108.244,16.1022892,124.3462892,0,0.112787,0.0590058,1376.99,33,99,14.494,127.0222892,110.92,16.226,519.028,0,0,0,216.9, 5.5, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,216.62,89.99,0,49,,,,,,,13.864,23.5,124.3462892,108.244,6,P-GPS,
219800,2026-01-27 15:30:54,60.1304596,24.5154958,108.246,108.246,16.1022892,124.3482892,0,0.122123,0.0276918,1377.04,32,99,14.494,127.0222892,110.92,16.226,519.028,0,0,0,216.2, 6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,216.23,89.99,0,49,,,,,,,13.864,23.5,124.3482892,108.246,6,P-GPS,
220000,2026-01-27 15:30:54,60.1304594,24.5154961,108.249,108.249,16.1022892,124.3512892,0,0.110923,0.0248468,1377.07,32,99,14.358,127.0222892,110.92,16.226,519.028,0,0,0,215.7, 6.3, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,215.71,90,0,49,,,,,,,13.834,23.5,124.3512892,108.249,6,P-GPS,
220200,2026-01-27 15:30:54,60.1304592,24.5154964,108.252,108.252,16.1022892,124.3542892,0,0.0800562,0.0448259,1377.1,32,99,14.358,127.0222892,110.92,16.226,519.028,0,0,0,215.4, 6.1, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,215.4,89.99,0,49,,,,,,,13.834,23.5,124.3542892,108.252,6,P-GPS,
220400,2026-01-27 15:30:54,60.1304592,24.5154966,108.256,108.256,16.1022892,124.3582892,0,0.044643,0.0474842,1377.11,32,99,14.358,127.0222892,110.92,16.226,519.028,0,0,0,215.2, 5.5, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,215.2,89.99,0,49,,,,,,,13.834,23.5,124.3582892,108.256,6,P-GPS,
220600,2026-01-27 15:30:55,60.1304592,24.5154968,108.259,108.259,16.1022892,124.3612892,0,0.0338378,0.0523977,1377.12,32,99,14.358,127.0222892,110.92,16.226,519.028,0,0,0,215.1, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,215.08,90,0,49,,,,,,,13.834,23.5,124.3612892,108.259,6,P-GPS,
220800,2026-01-27 15:30:55,60.1304592,24.5154969,108.26,108.26,16.1022892,124.3622892,0,0.0345398,0.0555242,1377.12,32,99,14.358,127.0222892,110.92,16.226,519.028,0,0,0,215, 4.5, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,215.01,90,0,49,,,,,,,13.834,23.5,124.3622892,108.26,6,P-GPS,
221000,2026-01-27 15:30:55,60.1304593,24.515497,108.26,108.26,16.1022892,124.3622892,0,0.0403113,0.051147,1377.14,32,99,14.368,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 4.2, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,214.97,89.99,0,49,,,,,,,14.194,1169.4,124.3622892,108.26,6,P-GPS,
221200,2026-01-27 15:30:55,60.1304594,24.5154969,108.259,108.259,16.1022892,124.3612892,0,0.0304631,0.0399865,1377.15,32,99,14.368,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 3.9, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,214.94,89.99,0,49,,,,,,,14.194,1169.4,124.3612892,108.259,6,P-GPS,
221400,2026-01-27 15:30:55,60.1304594,24.5154968,108.26,108.26,16.1022892,124.3622892,0,0.0286531,0.0355177,1377.15,32,99,14.368,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 4.2, -1,0,0,1024,1024,1024,1024,0,0,0,0,214.92,89.99,0,49,,,,,,,14.194,1169.4,124.3622892,108.26,6,P-GPS,
221600,2026-01-27 15:30:56,60.1304595,24.5154967,108.259,108.259,16.1022892,124.3612892,0,0.0362353,0.024788,1377.17,32,99,14.368,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 4.5, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,214.92,90,0,49,,,,,,,14.194,1169.4,124.3612892,108.259,6,P-GPS,
221800,2026-01-27 15:30:56,60.1304595,24.5154966,108.259,108.259,16.1022892,124.3612892,0,0.0360694,0.0199932,1377.17,32,99,14.368,127.0222892,110.92,16.226,519.028,0,0,0,215, 4.5, -1,0,0,1024,1024,1024,1024,0,0,0,0,214.92,90,0,49,,,,,,,14.194,1169.4,124.3612892,108.259,6,P-GPS,
222000,2026-01-27 15:30:56,60.1304596,24.5154966,108.258,108.258,16.1022892,124.3602892,0,0.0349285,0.0166151,1377.18,32,99,14.366,127.0222892,110.92,16.226,519.028,0,0,0,215, 4.2, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,214.92,90,0,49,,,,,,,13.812,23.5,124.3602892,108.258,6,P-GPS,
222200,2026-01-27 15:30:56,60.1304596,24.5154966,108.258,108.258,16.1022892,124.3602892,0,0.0272029,0.0166151,1377.18,31,99,14.366,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 3.9, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,214.92,90,0,49,,,,,,,13.812,23.5,124.3602892,108.258,6,P-GPS,
222400,2026-01-27 15:30:56,60.1304597,24.5154966,108.26,108.26,16.1022892,124.3622892,0,0.0219545,0.0199932,1377.19,31,99,14.366,127.0222892,110.92,16.226,519.028,0,0,0,215, 3.7, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,214.92,90,0,49,,,,,,,13.812,23.5,124.3622892,108.26,6,P-GPS,
222600,2026-01-27 15:30:57,60.1304597,24.5154966,108.26,108.26,16.1022892,124.3622892,0,0.0152643,0.0199932,1377.19,31,99,14.366,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 3.6, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,214.92,89.99,0,49,,,,,,,13.812,23.5,124.3622892,108.26,6,P-GPS,
222800,2026-01-27 15:30:57,60.1304597,24.5154966,108.259,108.259,16.1022892,124.3612892,0,0.0151327,0.0199932,1377.19,32,99,14.366,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 3.6, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,214.92,90,0,49,,,,,,,13.812,23.5,124.3612892,108.259,6,P-GPS,
223000,2026-01-27 15:30:57,60.1304597,24.5154966,108.259,108.259,16.1022892,124.3612892,0,0.0192354,0.0199932,1377.19,32,99,14.369,127.0222892,110.92,16.226,519.028,0,0,0,214.8, 3.9, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,214.92,90,0,49,,,,,,,13.984,23.5,124.3612892,108.259,6,P-GPS,
223200,2026-01-27 15:30:57,60.1304596,24.5154966,108.258,108.258,16.1022892,124.3602892,0,0.0228473,0.0166151,1377.21,32,99,14.369,127.0222892,110.92,16.226,519.028,0,0,0,214.8, 4.3, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,214.92,90,0,49,,,,,,,13.984,23.5,124.3602892,108.258,6,P-GPS,
223400,2026-01-27 15:30:57,60.1304596,24.5154965,108.258,108.258,16.1022892,124.3602892,0,0.0247386,0.0110767,1377.21,32,99,14.369,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 4.6, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,214.89,89.99,0,49,,,,,,,13.984,23.5,124.3602892,108.258,6,P-GPS,
223600,2026-01-27 15:30:58,60.1304595,24.5154965,108.259,108.259,16.1022892,124.3612892,0,0.024331,0.0156959,1377.22,32,99,14.369,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 4.9, -1,0,0,1024,1024,1024,1024,0,0,0,0,214.89,89.99,0,49,,,,,,,13.984,23.5,124.3612892,108.259,6,P-GPS,
223800,2026-01-27 15:30:58,60.1304595,24.5154964,108.261,108.261,16.1022892,124.3632892,0,0.0160312,0.0124234,1377.23,32,99,14.369,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 5, -1,0,0,1024,1024,1024,1024,0,0,0,0,214.89,89.99,0,49,,,,,,,13.984,23.5,124.3632892,108.261,6,P-GPS,
224000,2026-01-27 15:30:58,60.1304594,24.5154963,108.263,108.263,16.1022892,124.3652892,0,0.0144222,0.0222412,1377.24,32,99,14.339,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 4.8, -1,0,0,1024,1024,1024,1024,0,0,0,0,214.89,89.99,0,49,,,,,,,14.19,23.5,124.3652892,108.263,6,P-GPS,
224200,2026-01-27 15:30:58,60.1304595,24.5154963,108.266,108.266,16.1022892,124.3682892,0,0.0156525,0.0111206,1377.25,31,99,14.339,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 4.7, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,214.89,90,0,49,,,,,,,14.19,23.5,124.3682892,108.266,6,P-GPS,
224400,2026-01-27 15:30:58,60.1304595,24.5154964,108.269,108.269,16.1022892,124.3712892,0,0.0184391,0.0124234,1377.26,31,99,14.339,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 4, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,214.89,89.99,0,49,,,,,,,14.19,23.5,124.3712892,108.269,6,P-GPS,
224600,2026-01-27 15:30:59,60.1304596,24.5154965,108.271,108.271,16.1022892,124.3732892,0,0.0164012,0.0110767,1377.27,31,99,14.339,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 3.6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,214.89,89.99,0,49,,,,,,,14.19,23.5,124.3732892,108.271,6,P-GPS,
224800,2026-01-27 15:30:59,60.1304597,24.5154966,108.273,108.273,16.1022892,124.3752892,0,0.00894427,0.0199932,1377.28,32,99,14.339,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 3.5, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,214.89,89.99,0,49,,,,,,,14.19,23.5,124.3752892,108.273,6,P-GPS,
225000,2026-01-27 15:30:59,60.1304598,24.5154966,108.273,108.273,16.1022892,124.3752892,0,0.00640312,0.0277621,1377.29,32,99,14.417,127.0222892,110.92,16.226,519.028,0,0,0,214.9, 3.5, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,214.89,90,0,49,,,,,,,14.536,23.6,124.3752892,108.273,6,P-GPS,
225200,2026-01-27 15:30:59,60.1304598,24.5154967,108.271,108.271,16.1022892,124.3732892,0,0.00360555,0.0313918,1377.3,32,99,14.417,127.0222892,110.92,16.226,519.028,0,0,0,214.8, 3.4, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,214.89,89.99,0,49,,,,,,,14.536,23.6,124.3732892,108.271,6,P-GPS,
