time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
112600,2026-01-27 15:34:33,60.1308874,24.5113724,59.994,65.634,10.4622892,76.0962892,0,4.97069,233.33,306.118,33,99,14.258,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -7.9, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.038,23.3,76.0962892,59.994,6,P-GPS,
112800,2026-01-27 15:34:33,60.1308925,24.5113862,59.992,65.562,10.5322892,76.0942892,0,4.962,232.698,307.07,33,99,14.258,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.6, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.038,23.3,76.0942892,59.992,6,P-GPS,
113000,2026-01-27 15:34:33,60.1308981,24.5114008,59.991,65.471,10.6222892,76.0932892,0,4.9788,232.037,308.091,33,99,14.156,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.9, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.044,23.3,76.0932892,59.991,6,P-GPS,
113200,2026-01-27 15:34:33,60.1309034,24.5114152,59.989,65.369,10.7222892,76.0912892,0,4.97667,231.383,309.082,33,99,14.156,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.7, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.044,23.3,76.0912892,59.989,6,P-GPS,
113400,2026-01-27 15:34:33,60.1309088,24.5114298,59.986,65.256,10.8322892,76.0882892,0,4.98504,230.722,310.089,33,99,14.156,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.9, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.89,0,41,,,,,,,13.044,23.3,76.0882892,59.986,6,P-GPS,
113600,2026-01-27 15:34:34,60.1309141,24.5114443,59.987,65.147,10.9422892,76.0892892,0,4.99095,230.067,311.086,33,99,14.156,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.9, -3.3,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.044,23.3,76.0892892,59.987,6,P-GPS,
113800,2026-01-27 15:34:34,60.1309192,24.5114582,59.989,65.049,11.0422892,76.0912892,0,4.9861,229.441,312.042,33,99,14.156,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.1, -4,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.044,23.3,76.0912892,59.989,6,P-GPS,
114000,2026-01-27 15:34:34,60.1309247,24.511473,59.988,64.928,11.1622892,76.0902892,0,5.00702,228.78,313.064,33,99,14.3,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.2, -3.6,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.89,0,41,,,,,,,13.336,23.3,76.0902892,59.988,6,P-GPS,
114200,2026-01-27 15:34:34,60.1309301,24.5114875,59.987,64.807,11.2822892,76.0892892,0,5.02061,228.135,314.067,33,99,14.3,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.2, -8.8, -3.4,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.336,23.3,76.0892892,59.987,6,P-GPS,
114400,2026-01-27 15:34:34,60.1309356,24.5115021,59.989,64.689,11.4022892,76.0912892,0,5.02806,227.489,315.081,33,99,14.3,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.6, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.336,23.3,76.0912892,59.989,6,P-GPS,
114600,2026-01-27 15:34:35,60.1309411,24.5115166,59.991,64.571,11.5222892,76.0932892,0,5.03183,226.852,316.09,33,99,14.3,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.2, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.336,23.3,76.0932892,59.991,6,P-GPS,
114800,2026-01-27 15:34:35,60.1309463,24.5115304,59.995,64.465,11.6322892,76.0972892,0,5.02422,226.247,317.049,33,99,14.3,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.3, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.336,23.3,76.0972892,59.995,6,P-GPS,
115000,2026-01-27 15:34:35,60.1309519,24.5115452,60.001,64.341,11.7622892,76.1032892,0,5.02001,225.601,318.078,33,99,14.164,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.2, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.394,23.3,76.1032892,60.001,6,P-GPS,
115200,2026-01-27 15:34:35,60.1309573,24.5115598,60.004,64.224,11.8822892,76.1062892,0,5.03248,224.964,319.085,33,99,14.164,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -7.5, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,13.394,23.3,76.1062892,60.004,6,P-GPS,
115400,2026-01-27 15:34:35,60.1309628,24.5115743,60.003,64.093,12.0122892,76.1052892,0,5.03185,224.337,320.095,33,99,14.164,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -7.2, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,53.28,-22.9,0,41,,,,,,,13.394,23.3,76.1052892,60.003,6,P-GPS,
115600,2026-01-27 15:34:36,60.1309683,24.5115887,60.002,63.962,12.1422892,76.1042892,0,5.01662,223.719,321.1,33,99,14.164,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -6.9, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,53.28,-22.91,0,41,,,,,,,13.394,23.3,76.1042892,60.002,6,P-GPS,
115800,2026-01-27 15:34:36,60.1309734,24.5116025,60.001,63.841,12.2622892,76.1032892,0,4.98201,223.124,322.052,33,99,14.164,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -7.1, -2,0,0,1024,1024,1024,1024,0,0,0,0,53.28,-22.9,0,41,,,,,,,13.394,23.3,76.1032892,60.001,6,P-GPS,
116000,2026-01-27 15:34:36,60.1309789,24.5116172,59.999,63.699,12.4022892,76.1012892,0,4.96426,222.495,323.07,33,99,14.299,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -7.6, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,53.28,-22.9,0,41,,,,,,,12.804,23.3,76.1012892,59.999,6,P-GPS,
116200,2026-01-27 15:34:36,60.1309842,24.5116317,60,63.57,12.5322892,76.1022892,0,4.94097,221.874,324.066,33,99,14.299,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.1, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,53.28,-22.89,0,41,,,,,,,12.804,23.3,76.1022892,60,6,P-GPS,
116400,2026-01-27 15:34:36,60.1309895,24.5116461,60.001,63.431,12.6722892,76.1032892,0,4.93779,221.261,325.058,33,99,14.299,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.8, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,53.28,-22.9,0,41,,,,,,,12.804,23.3,76.1032892,60.001,6,P-GPS,
116600,2026-01-27 15:34:37,60.1309947,24.5116604,60.002,63.292,12.8122892,76.1042892,0,4.95991,220.653,326.038,33,99,14.299,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.8, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,53.28,-22.91,0,41,,,,,,,12.804,23.3,76.1042892,60.002,6,P-GPS,
116800,2026-01-27 15:34:37,60.1309998,24.5116741,59.998,63.158,12.9422892,76.1002892,0,4.97362,220.076,326.986,33,99,14.299,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,53.28,-22.9,0,41,,,,,,,12.804,23.3,76.1002892,59.998,6,P-GPS,
117000,2026-01-27 15:34:37,60.1310053,24.5116889,59.994,63.014,13.0822892,76.0962892,0,5.01681,219.456,328.008,33,99,14.184,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.9, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.716,23.3,76.0962892,59.994,6,P-GPS,
117200,2026-01-27 15:34:37,60.1310108,24.5117036,59.992,62.852,13.2422892,76.0942892,0,5.02461,218.845,329.027,33,99,14.184,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.1, -2,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.716,23.3,76.0942892,59.992,6,P-GPS,
117400,2026-01-27 15:34:37,60.1310162,24.5117182,59.993,62.713,13.3822892,76.0952892,0,5.04533,218.238,330.034,33,99,14.184,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.1, -7.8, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.716,23.3,76.0952892,59.993,6,P-GPS,
117600,2026-01-27 15:34:38,60.1310216,24.5117329,59.998,62.558,13.5422892,76.1002892,0,5.02762,217.629,331.046,33,99,14.184,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.2, -7.6, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,53.28,-22.9,0,41,,,,,,,12.716,23.3,76.1002892,59.998,6,P-GPS,
117800,2026-01-27 15:34:38,60.1310267,24.5117468,60.001,62.421,13.6822892,76.1032892,0,4.99558,217.056,332.002,32,99,14.184,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.5, -7.6, -3,0,0,1024,1024,1024,1024,0,0,0,0,53.31,-22.89,0,41,,,,,,,12.716,23.3,76.1032892,60.001,6,P-GPS,
118000,2026-01-27 15:34:38,60.1310321,24.5117616,59.999,62.269,13.8322892,76.1012892,0,4.9753,216.448,333.018,32,99,14.1,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.3, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.9,0,41,,,,,,,12.936,23.3,76.1012892,59.999,6,P-GPS,
118200,2026-01-27 15:34:38,60.1310375,24.5117761,59.997,62.117,13.9822892,76.0992892,0,4.966,215.858,334.021,32,99,14.1,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.7, -3,0,0,1024,1024,1024,1024,0,0,0,0,53.29,-22.9,0,41,,,,,,,12.936,23.3,76.0992892,59.997,6,P-GPS,
118400,2026-01-27 15:34:38,60.1310429,24.5117905,59.995,61.945,14.1522892,76.0972892,0,4.9726,215.277,335.019,33,99,14.1,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.8, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.936,23.3,76.0972892,59.995,6,P-GPS,
118600,2026-01-27 15:34:39,60.1310482,24.5118049,59.994,61.794,14.3022892,76.0962892,0,4.97001,214.696,336.01,33,99,14.1,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.9, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.936,23.3,76.0962892,59.994,6,P-GPS,
118800,2026-01-27 15:34:39,60.1310533,24.5118186,59.994,61.644,14.4522892,76.0962892,0,4.976,214.147,336.958,33,99,14.1,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -9.5, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.936,23.3,76.0962892,59.994,6,P-GPS,
119000,2026-01-27 15:34:39,60.1310589,24.5118333,59.996,61.476,14.6222892,76.0982892,0,5.0086,213.567,337.983,33,99,14.23,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.3, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.762,23.3,76.0982892,59.996,6,P-GPS,
119200,2026-01-27 15:34:39,60.1310643,24.511848,59.995,61.305,14.7922892,76.0972892,0,5.02441,212.982,338.994,33,99,14.23,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.7, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.762,23.3,76.0972892,59.995,6,P-GPS,
119400,2026-01-27 15:34:39,60.1310698,24.5118626,59.995,61.135,14.9622892,76.0972892,0,5.028,212.41,340.008,33,99,14.23,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.4, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.762,23.3,76.0972892,59.995,6,P-GPS,
119600,2026-01-27 15:34:40,60.1310752,24.5118772,59.996,60.966,15.1322892,76.0982892,0,5.0118,211.837,341.015,33,99,14.23,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.4, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.762,23.3,76.0982892,59.996,6,P-GPS,
119800,2026-01-27 15:34:40,60.1310804,24.5118909,59.996,60.806,15.2922892,76.0982892,0,4.9896,211.307,341.969,33,99,14.23,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.2, -8.8, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,53.27,-22.9,0,41,,,,,,,12.762,23.3,76.0982892,59.996,6,P-GPS,
120000,2026-01-27 15:34:40,60.1310859,24.5119056,59.996,60.626,15.4722892,76.0982892,0,4.9808,210.739,342.988,33,99,14.277,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.2, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,53.3,-22.9,0,41,,,,,,,13.028,23.3,76.0982892,59.996,6,P-GPS,
120200,2026-01-27 15:34:40,60.1310913,24.5119201,59.994,60.454,15.6422892,76.0962892,0,4.97921,210.181,343.99,33,99,14.277,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -9.4, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.91,0,41,,,,,,,13.028,23.3,76.0962892,59.994,6,P-GPS,
120400,2026-01-27 15:34:40,60.1310966,24.5119345,59.993,60.273,15.8222892,76.0952892,0,4.97625,209.628,344.982,33,99,14.277,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -9.6, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.9,0,41,,,,,,,13.028,23.3,76.0952892,59.993,6,P-GPS,
120600,2026-01-27 15:34:41,60.131102,24.5119489,59.991,60.141,15.9522892,76.0932892,0,4.97525,209.082,345.98,33,99,14.277,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.7, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.9,0,41,,,,,,,13.028,23.3,76.0932892,59.991,6,P-GPS,
120800,2026-01-27 15:34:41,60.131107,24.5119627,59.99,60.12,15.9722892,76.0922892,0,4.98025,208.555,346.926,33,99,14.277,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.2, -9.9, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.9,0,41,,,,,,,13.028,23.3,76.0922892,59.99,6,P-GPS,
121000,2026-01-27 15:34:41,60.1311125,24.5119775,59.989,60.099,15.9922892,76.0912892,0,5.01289,207.999,347.948,33,99,14.266,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -10, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.89,0,41,,,,,,,13.132,23.3,76.0912892,59.989,6,P-GPS,
121200,2026-01-27 15:34:41,60.1311179,24.5119922,59.99,60.14,15.9522892,76.0922892,0,5.02268,207.448,348.96,33,99,14.266,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.5, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.89,0,41,,,,,,,13.132,23.3,76.0922892,59.99,6,P-GPS,
121400,2026-01-27 15:34:41,60.1311233,24.5120069,59.992,60.172,15.9222892,76.0942892,0,5.01762,206.899,349.972,33,99,14.266,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.1, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.89,0,41,,,,,,,13.132,23.3,76.0942892,59.992,6,P-GPS,
121600,2026-01-27 15:34:42,60.1311287,24.5120214,59.994,60.204,15.8922892,76.0962892,0,5.01844,206.365,350.974,33,99,14.266,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -9.2, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.89,0,41,,,,,,,13.132,23.3,76.0962892,59.994,6,P-GPS,
121800,2026-01-27 15:34:42,60.1311353,24.5120389,59.996,60.246,15.8522892,76.0982892,0,5.00641,205.728,352.19,32,99,14.266,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.2, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,13.132,23.3,76.0982892,59.996,6,P-GPS,
122000,2026-01-27 15:34:42,60.1311408,24.5120537,59.998,60.288,15.8122892,76.1002892,0,5.00321,205.191,353.213,32,99,14.274,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.4, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,13.438,23.3,76.1002892,59.998,6,P-GPS,
122200,2026-01-27 15:34:42,60.1311448,24.5120645,59.999,60.309,15.7922892,76.1012892,0,4.9976,204.8,353.958,32,99,14.274,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.3, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,13.438,23.3,76.1012892,59.999,6,P-GPS,
122400,2026-01-27 15:34:42,60.1311502,24.512079,60.002,60.342,15.7622892,76.1042892,0,4.9924,204.28,354.961,32,99,14.274,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -9.4, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,13.438,23.3,76.1042892,60.002,6,P-GPS,
122600,2026-01-27 15:34:43,60.131157,24.5120972,60.007,60.387,15.7222892,76.1092892,0,4.99901,203.633,356.221,32,99,14.274,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.4, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,13.438,23.3,76.1092892,60.007,6,P-GPS,
122800,2026-01-27 15:34:43,60.1311608,24.5121072,60.009,60.419,15.6922892,76.1112892,0,4.99682,203.282,356.918,33,99,14.274,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.4, -2,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.9,0,41,,,,,,,13.438,23.3,76.1112892,60.009,6,P-GPS,
123000,2026-01-27 15:34:43,60.1311677,24.5121259,60.009,60.459,15.6522892,76.1112892,0,5.02944,202.623,358.207,33,99,14.249,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.3, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.89,0,41,,,,,,,13.32,23.3,76.1112892,60.009,6,P-GPS,
123200,2026-01-27 15:34:43,60.1311717,24.5121368,60.01,60.48,15.6322892,76.1122892,0,5.02149,202.241,358.956,33,99,14.249,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.8, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,53.32,-22.9,0,41,,,,,,,13.32,23.3,76.1122892,60.01,6,P-GPS,
123400,2026-01-27 15:34:43,60.1311785,24.5121552,60.011,60.531,15.5822892,76.1132892,0,5.01607,201.602,360.225,33,99,14.249,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.6, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,13.32,23.3,76.1132892,60.011,6,P-GPS,
123600,2026-01-27 15:34:44,60.1311839,24.5121696,60.011,60.561,15.5522892,76.1132892,0,5.00621,201.11,361.224,33,99,14.249,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.6, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,13.32,23.3,76.1132892,60.011,6,P-GPS,
123800,2026-01-27 15:34:44,60.1311891,24.5121834,60.01,60.59,15.5222892,76.1122892,0,4.994,200.643,362.182,32,99,14.249,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.8, -2,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,13.32,23.3,76.1122892,60.01,6,P-GPS,
124000,2026-01-27 15:34:44,60.1311946,24.5121982,60.011,60.621,15.4922892,76.1132892,0,5.01641,200.143,363.205,32,99,14.09,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.7, -2,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.91,0,41,,,,,,,12.922,23.3,76.1132892,60.011,6,P-GPS,
124200,2026-01-27 15:34:44,60.1312,24.5122128,60.012,60.662,15.4522892,76.1142892,0,5.01021,199.652,364.212,32,99,14.09,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.3, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.922,23.3,76.1142892,60.012,6,P-GPS,
124400,2026-01-27 15:34:44,60.1312054,24.5122273,60.013,60.683,15.4322892,76.1152892,0,4.99303,199.17,365.215,33,99,14.09,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.2, -2,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.89,0,41,,,,,,,12.922,23.3,76.1152892,60.013,6,P-GPS,
124600,2026-01-27 15:34:45,60.1312108,24.5122417,60.012,60.702,15.4122892,76.1142892,0,4.98623,198.697,366.213,33,99,14.09,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.2, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.89,0,41,,,,,,,12.922,23.3,76.1142892,60.012,6,P-GPS,
124800,2026-01-27 15:34:45,60.1312159,24.5122555,60.011,60.711,15.4022892,76.1132892,0,4.96786,198.244,367.165,33,99,14.09,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -9, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.922,23.3,76.1132892,60.011,6,P-GPS,
125000,2026-01-27 15:34:45,60.1312213,24.5122703,60.011,60.721,15.3922892,76.1132892,0,4.99004,197.758,368.181,33,99,14.291,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.91,0,41,,,,,,,12.778,23.3,76.1132892,60.011,6,P-GPS,
125200,2026-01-27 15:34:45,60.1312267,24.5122848,60.012,60.722,15.3922892,76.1142892,0,4.99747,197.292,369.184,33,99,14.291,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.8, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.778,23.3,76.1142892,60.012,6,P-GPS,
125400,2026-01-27 15:34:45,60.1312321,24.5122994,60.012,60.732,15.3822892,76.1142892,0,4.99194,196.824,370.191,33,99,14.291,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.5, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.778,23.3,76.1142892,60.012,6,P-GPS,
125600,2026-01-27 15:34:46,60.1312374,24.5123138,60.012,60.742,15.3722892,76.1142892,0,4.98846,196.366,371.182,33,99,14.291,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.7, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.778,23.3,76.1142892,60.012,6,P-GPS,
125800,2026-01-27 15:34:46,60.1312425,24.5123277,60.013,60.743,15.3722892,76.1152892,0,4.98348,195.926,372.139,32,99,14.291,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.1, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.778,23.3,76.1152892,60.013,6,P-GPS,
126000,2026-01-27 15:34:46,60.131248,24.5123425,60.012,60.742,15.3722892,76.1142892,0,5.00307,195.466,373.161,32,99,14.114,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -9.1, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.846,23.3,76.1142892,60.012,6,P-GPS,
126200,2026-01-27 15:34:46,60.1312534,24.5123571,60.011,60.741,15.3722892,76.1132892,0,4.99463,195.015,374.169,32,99,14.114,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -8.8, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.846,23.3,76.1132892,60.011,6,P-GPS,
126400,2026-01-27 15:34:46,60.1312588,24.5123715,60.009,60.729,15.3822892,76.1112892,0,4.9952,194.578,375.167,33,99,14.114,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.91,0,41,,,,,,,12.846,23.3,76.1112892,60.009,6,P-GPS,
126600,2026-01-27 15:34:47,60.1312642,24.5123859,60.008,60.718,15.3922892,76.1102892,0,4.99841,194.144,376.165,33,99,14.114,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -8.8, -2,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.846,23.3,76.1102892,60.008,6,P-GPS,
126800,2026-01-27 15:34:47,60.1312693,24.5123996,60.005,60.715,15.3922892,76.1072892,0,4.97901,193.734,377.112,33,99,14.114,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.2, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.846,23.3,76.1072892,60.005,6,P-GPS,
127000,2026-01-27 15:34:47,60.1312749,24.5124143,60.002,60.692,15.4122892,76.1042892,0,4.9844,193.305,378.137,33,99,14.287,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.4, -9.7, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.836,23.3,76.1042892,60.002,6,P-GPS,
127200,2026-01-27 15:34:47,60.1312803,24.5124288,60,60.68,15.4222892,76.1022892,0,4.9802,192.88,379.14,33,99,14.287,96.2312892,80.129,5.18578,246.661,0.3,0.4,0,53.3, -9.6, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,53.33,-22.9,0,41,,,,,,,12.836,23.3,76.1022892,60,6,P-GPS,
